trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
480,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,12,-0.11087589008691845,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.12744875124888178}",20,8,24.644081062050333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,2,-5.922973910626256,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.12149542194157227}",35,13,5.8389963783316166,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.11851710370345009}",25,16,1.9695750612211655,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.11553771881219435}",30,18,4.887279587765061,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.11255729408224939}",25,13,22.035557855986575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.10957585633741725}",20,12,13.5904689561007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.10659343241061792}",20,12,8.794697534831545,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.10361004914364617}",20,10,19.524332350037866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.10062573338693172}",20,15,11.389208317315845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.0976405119992958}",25,16,15.120220378319615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,13,14.714608013146162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.09166745980705861}",25,13,20.362292592204494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08867968275988676}",20,0,20.286981781273607,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,16,7.074304160887398,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.0827017612130604}",20,10,6.425412620124302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.07971167051465945}",20,0,15.597669742570746,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.07672086241176214}",25,15,17.909075735016025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.07372936382162078}",20,7,-14.963146401644028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.0707372016677029}",20,10,5.030275513453778,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.06774440287944727}",20,15,10.484453794089564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.06475099439202324}",25,8,17.522671548605828,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.06175700314608652}",25,17,4.530408845328847,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.058762456087538564}",30,19,21.30730070518739,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.05576738016728225}",25,8,21.766838710822068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.05277180234098107}",25,14,21.68054637058603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.049775749568814816}",30,19,24.51133080330107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.04677924881523865}",35,18,30.923690446694735,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.04378232704873868}",20,5,13.53376866363999,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.040785011241591035}",25,14,17.520564712847158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.03778732836961728}",20,10,22.261956800487365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.03478930541194349}",20,12,16.444026394226427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.03179096935075582}",20,4,6.503159538172768,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.028792347171058368}",25,8,32.22677606078891,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.02579346586043094}",20,10,20.078472372444665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.022794352408784652}",20,10,19.33942316451954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.01979503380812077}",20,16,8.13994910922544,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.016795537052286005}",25,10,29.06787399075439,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.013795889136731363}",20,13,14.11590724970274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,12,12.74851691557669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.007796247814822993}",20,0,28.799484557255802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",25,16,18.16997136089799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,14,12.33226381768269,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,19,11.526549431743536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,13,15.876900315864717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,11,14.705526900004159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,11,28.99533288681472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,11,24.120742465519868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,19,20.34779360415814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,15.409256276161004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,8,27.06800576234911,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
